time,loss,mse_loss,kld_loss,val_loss,val_mse_loss,val_kld_loss,lr
138.1477243900299,6596404533710.103,6596404533710.103,0.4517025551445169,inf,inf,0.6078183837234974,1.0000e-09
143.62941217422485,5628779698728.589,5628779698728.581,0.44701745073099686,12508121532.0,12508121532.0,0.25500598177313805,9.9999e-10
133.95848059654236,3075902798371.0874,3075902798371.0874,0.4494910278819743,inf,inf,0.5955589897930622,9.9996e-10
133.21191668510437,2024830429357322.5,2024830429357322.5,0.4474230358130914,inf,inf,0.8744207546114922,9.9992e-10
133.56957268714905,7509715666589.189,7509715666589.189,0.450443971930002,inf,inf,1.2468204274773598,9.9986e-10
134.30218720436096,1907087055733.339,1907087055733.339,0.44696612258504453,1.2647958730214367e+30,1.2647958730214367e+30,0.42083295434713364,9.9978e-10
137.58420753479004,1626947980268292.8,1626947980268292.8,0.4455965120447544,12705847350.0,12705847350.0,0.253937941044569,9.9968e-10
135.6767861843109,2154948526240.1821,2154948526240.177,0.4461246116500246,inf,inf,1.0266188271343708,9.9956e-10
133.49353337287903,1729541502662672.5,1729541502662672.5,0.4475986685538827,999346630437740.0,999346630437740.0,0.27465570718050003,9.9943e-10
139.32130241394043,127400617406954.61,127400617406954.58,0.44445759771470716,69920638854908.0,69920638854908.0,0.2738863192498684,9.9928e-10
133.8556649684906,2959491854265.9077,2959491854265.9053,0.4425836406146499,1.5280609390305988e+21,1.5280609390305988e+21,0.2825504466891289,9.9911e-10
133.6826958656311,1522955215354362.2,1522955215354362.2,0.44680569259603126,inf,inf,0.6233629733324051,9.9893e-10
139.55383968353271,2646800744905.658,2646800744905.658,0.44971117072569167,inf,inf,0.625983152538538,9.9872e-10
137.03160405158997,67114764061775.72,67114764061775.72,0.4484349562788842,2.9984532244086295e+25,2.9984532244086295e+25,0.36735811084508896,9.9850e-10
142.04945921897888,15541739964815.818,15541739964815.816,0.4466999913391627,inf,inf,0.7688699141144753,9.9826e-10
134.20365023612976,3638259357731.521,3638259357731.5176,0.44526102774755616,inf,inf,0.7286208346486092,9.9800e-10
137.44682621955872,52772633303378.695,52772633303378.695,0.44770047893547954,inf,inf,0.8656287044286728,9.9773e-10
138.44807076454163,4132447209207.3667,4132447209207.3667,0.44533844414791857,7793056272616514.0,7793056272616514.0,0.28229325264692307,9.9744e-10
137.80920577049255,23278772083690.08,23278772083690.074,0.4497446898658971,11042987983.0,11042987983.0,0.2541177123785019,9.9713e-10
137.67266035079956,1074196602530697.4,1074196602530697.4,0.4479724274311874,107852134347168.0,107852134347168.0,0.268803883343935,9.9680e-10
138.68719720840454,52893289791513.23,52893289791513.23,0.4425072591946904,2.8591433815593574e+18,2.8591433815593574e+18,0.30039239674806595,9.9645e-10
137.86455249786377,6774993115109.823,6774993115109.823,0.44782075672375593,3.054191008725266e+17,3.054191008725266e+17,0.29473137855529785,9.9609e-10
136.9487373828888,12758475876976.693,12758475876976.693,0.4516138604602909,11483448832.0,11483448832.0,0.25466815009713173,9.9571e-10
138.14936566352844,7942441221424.773,7942441221424.773,0.4419447474943432,inf,inf,0.781176321208477,9.9531e-10
135.7902548313141,19786585676987.203,19786585676987.203,0.44494806464176223,8.689348253481979e+22,8.689348253481979e+22,0.33990783989429474,9.9489e-10
140.41568207740784,17113351777164.084,17113351777164.084,0.45117415327978255,2.8484367993521564e+23,2.8484367993521564e+23,0.350273534655571,9.9446e-10
140.19462132453918,3259843453831.9126,3259843453831.9116,0.4461283644387252,inf,inf,0.5702552311122417,9.9401e-10
138.42587161064148,1962209691433915.2,1962209691433915.2,0.4461092546842342,inf,inf,1.3094037882983685,9.9354e-10
132.77239513397217,12782476363020.27,12782476363020.27,0.45208407072652307,4.352224913793124e+17,4.352224913793124e+17,0.3026643842458725,9.9305e-10
133.736337184906,2713755768757.8853,2713755768757.8853,0.44737773397914193,1.0364050475216581e+26,1.0364050475216581e+26,0.37974052131175995,9.9255e-10
138.34198307991028,4746065543495.663,4746065543495.661,0.44859618714028165,4.761887783040732e+29,4.761887783040732e+29,0.4696437790989876,9.9203e-10
134.66079807281494,2433551903535.883,2433551903535.8804,0.4465089486424168,8.432959887780126e+31,8.432959887780126e+31,0.526818297803402,9.9149e-10
132.83692622184753,40758444247320.94,40758444247320.94,0.4478647352156794,inf,inf,2.5381270423531532,9.9093e-10
142.18669247627258,5640352040313.8125,5640352040313.8125,0.4468661415903943,550040299224412.0,550040299224412.0,0.2750261016190052,9.9036e-10
136.19127225875854,333250100694957.0,333250100694957.0,0.44375364515846805,2.0918944713026313e+28,2.0918944713026313e+28,0.44343243166804314,9.8977e-10
131.95093274116516,3789491248975.434,3789491248975.434,0.44816288976300683,inf,inf,0.7846245914697647,9.8916e-10
131.49779415130615,6984206968695.708,6984206968695.704,0.4446517438662617,inf,inf,0.7494538314640522,9.8854e-10
131.86478757858276,22070997008470.133,22070997008470.133,0.44435125708282736,13933756172.0,13933756172.0,0.2548542246222496,9.8789e-10
131.7967085838318,7230508293485.449,7230508293485.444,0.44603810420357376,1.6217187539656554e+17,1.6217187539656554e+17,0.2764347568154335,9.8723e-10
132.3994119167328,4700135087833.982,4700135087833.978,0.4474237524065888,12358479724.0,12358479724.0,0.26064928993582726,9.8656e-10
133.36017560958862,21058791455706.438,21058791455706.434,0.44705175409590514,8994928560638834.0,8994928560638834.0,0.27252862602472305,9.8586e-10
132.79502296447754,13551442617378.05,13551442617378.05,0.4452121173057176,inf,inf,0.8298723548650742,9.8515e-10
132.87290477752686,148800441584839.53,148800441584839.53,0.4457150890940145,2.7580807928513847e+23,2.7580807928513847e+23,0.32640572264790535,9.8442e-10
133.33497714996338,25229509039562.69,25229509039562.69,0.44626221855976933,21256802254138.0,21256802254138.0,0.2607658803462982,9.8368e-10
132.06572675704956,678560786455783.8,678560786455783.8,0.45043661796541284,inf,inf,0.8406852185726166,9.8291e-10
131.6529757976532,9661753513975.459,9661753513975.459,0.446958552051958,1.9726292997536496e+33,1.9726292997536496e+33,0.8002090826630592,9.8213e-10
131.23473262786865,9467464082937.033,9467464082937.033,0.44953215805966956,inf,inf,0.7294548600912094,9.8133e-10
131.4793906211853,7271401359978.262,7271401359978.26,0.4503181729828033,5325807206420.0,5325807206420.0,0.2633815035223961,9.8052e-10
132.99292659759521,6699802822844.992,6699802822844.992,0.44812926702071304,167879352176547.5,167879352176547.5,0.2645745612680912,9.7969e-10
132.97547554969788,157618957606201.53,157618957606201.53,0.447205001576583,inf,inf,0.585971973836422,9.7884e-10
133.00179409980774,2073889600597.4863,2073889600597.4863,0.44621518172528085,inf,inf,0.7383052073419094,9.7798e-10
132.70266151428223,5496241826428.541,5496241826428.541,0.4510070540363949,9.890206379423771e+26,9.890206379423771e+26,0.39286500215530396,9.7709e-10
134.7863838672638,5256548082783.982,5256548082783.982,0.4447218404892377,inf,inf,0.7672081291675568,9.7619e-10
134.85137224197388,490101094538183.56,490101094538183.56,0.4447078291614751,inf,inf,0.7429180182516575,9.7528e-10
138.6170039176941,9859076067023.125,9859076067023.123,0.4453185648097659,3.64372761092099e+21,3.64372761092099e+21,0.3328934274613857,9.7435e-10
131.29446506500244,757570145224434.0,757570145224434.0,0.4420401717807884,inf,inf,0.8207716271281242,9.7340e-10
135.30753588676453,51999020721367.52,51999020721367.52,0.4482208373689295,inf,inf,0.5609041638672352,9.7243e-10
131.52782440185547,6532645222139.494,6532645222139.491,0.44418670181324355,8.32328599740216e+32,8.32328599740216e+32,0.5452956072986126,9.7145e-10
131.7690188884735,3318407494656.824,3318407494656.8228,0.44714447945133406,301793585900586.0,301793585900586.0,0.2808660566806793,9.7045e-10
132.06112718582153,5380105645509.342,5380105645509.342,0.44634530676570616,inf,inf,1.3200202323496342,9.6943e-10
131.70530819892883,22391490191726.664,22391490191726.664,0.44789326703756527,inf,inf,0.6286713443696499,9.6840e-10
131.52460384368896,3781737134886.3467,3781737134886.344,0.45068582498521875,inf,inf,1.3718915283679962,9.6735e-10
130.96504664421082,73827441347629.5,73827441347629.5,0.4455778247994972,1.0168707674292728e+17,1.0168707674292728e+17,0.28207238763570786,9.6628e-10
131.0378303527832,12595769405758.287,12595769405758.285,0.4503808259369429,inf,inf,0.6594535335898399,9.6520e-10
133.86376667022705,17311381440130.918,17311381440130.918,0.4421088178258882,2.4999257098684834e+32,2.4999257098684834e+32,0.4638861455023289,9.6410e-10
140.98777174949646,6759385320104.639,6759385320104.634,0.44679726611943615,5.859067887030642e+19,5.859067887030642e+19,0.2909739911556244,9.6299e-10
137.94259810447693,11347618157142.424,11347618157142.424,0.44655153051278834,7.042311341372477e+26,7.042311341372477e+26,0.39964140206575394,9.6186e-10
134.95470309257507,2240213149413.7207,2240213149413.716,0.4383590332141838,1.516939537224671e+23,1.516939537224671e+23,0.32662706449627876,9.6071e-10
136.15753364562988,4640803189232.152,4640803189232.152,0.45014911027917837,8.486066160878323e+22,8.486066160878323e+22,0.3400988467037678,9.5955e-10
131.97116947174072,12580528628525.361,12580528628525.361,0.44759802680063127,inf,inf,1.3106955662369728,9.5837e-10
131.78888583183289,12936026794123.58,12936026794123.58,0.4488719493670951,inf,inf,1.0494281239807606,9.5717e-10
135.85451865196228,3020056708152.8115,3020056708152.8105,0.44786007185826576,2.1903757952225267e+17,2.1903757952225267e+17,0.292496994137764,9.5596e-10
134.2880997657776,34357651501322.203,34357651501322.203,0.44851150573637716,4.228833503729832e+33,4.228833503729832e+33,0.478558000177145,9.5473e-10
138.18120527267456,227672821000262.03,227672821000262.03,0.4432649914165982,inf,inf,0.6779458224773407,9.5349e-10
140.11956763267517,14733569729353.152,14733569729353.15,0.449331970732111,1.1401043514940823e+23,1.1401043514940823e+23,0.36957190185785294,9.5223e-10
134.99564838409424,1744058125210842.2,1744058125210842.2,0.4457249872553676,220973440250.0,220973440250.0,0.25718746706843376,9.5095e-10
136.11212182044983,42686235477928.15,42686235477928.15,0.4516265503783476,4.077991902625448e+32,4.077991902625448e+32,0.4760446660220623,9.4966e-10
139.15016269683838,2232645139550.076,2232645139550.0747,0.4510782591422597,inf,inf,1.8091419711709023,9.4835e-10
136.90915322303772,10320727970663.76,10320727970663.76,0.4510019430495854,11329967379.0,11329967379.0,0.2590339370071888,9.4703e-10
143.46301007270813,5047920357981.02,5047920357981.018,0.4470307102375792,139987505830.0,139987505830.0,0.2716132402420044,9.4569e-10
